TransactionID,Date,CustomerID,CustomerName,ProductID,ProductName,ProductCategory,Quantity,UnitPrice,DiscountPercent,CostPerUnit,Revenue,Cost,Profit,InvoiceDate,PaymentDate,TermsDays,Status
10628,2025-10-13,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,16,150.0,0.0781,90.0,2212.48,1440.0,772.48,2025-10-13,2025-11-10,30,Paid
10629,2025-10-13,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,6,200.0,0.0603,120.0,1127.63,720.0,407.63,2025-10-13,2026-01-02,30,Paid
10630,2025-10-14,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,12,500.0,0.0229,150.0,5862.79,1800.0,4062.79,2025-10-14,2025-12-03,45,Paid
10631,2025-10-15,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,11,500.0,0.0515,150.0,5216.92,1650.0,3566.92,2025-10-15,2025-11-19,30,Paid
10632,2025-10-15,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,38,10.0,0.0481,9.5,361.73,361.0,0.73,2025-10-15,2025-11-21,30,Paid
10633,2025-10-15,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,31,500.0,0.0398,150.0,14883.35,4650.0,10233.35,2025-10-15,2025-11-19,30,Paid
10634,2025-10-15,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,9,150.0,0.0761,90.0,1247.26,810.0,437.26,2025-10-15,2025-11-09,30,Paid
10635,2025-10-16,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,14,200.0,0.0918,120.0,2542.84,1680.0,862.84,2025-10-16,2025-10-26,15,Paid
10636,2025-10-16,CUST002,Beta Retailers,PROD002,Standard Gear Assembly,Hardware,14,80.0,0.0622,45.0,1050.33,630.0,420.33,2025-10-16,2025-11-07,15,Paid
10637,2025-10-17,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,11,200.0,0.0416,120.0,2108.57,1320.0,788.57,2025-10-17,2025-10-27,15,Paid
10638,2025-10-17,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,22,80.0,0.0974,45.0,1588.51,990.0,598.51,2025-10-17,2025-11-17,30,Paid
10639,2025-10-17,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,9,10.0,0.0039,9.5,89.65,85.5,4.15,2025-10-17,2025-12-01,30,Paid
10640,2025-10-19,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,9,200.0,0.095,120.0,1628.92,1080.0,548.92,2025-10-19,2025-11-17,30,Paid
10641,2025-10-19,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,5,10.0,0.0517,9.5,47.42,47.5,-0.08,2025-10-19,2025-12-07,45,Paid
10642,2025-10-19,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,12,200.0,0.043,120.0,2296.78,1440.0,856.78,2025-10-19,2025-12-04,45,Paid
10643,2025-10-19,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,5,200.0,0.0763,120.0,923.69,600.0,323.69,2025-10-19,2025-11-19,30,Paid
10644,2025-10-19,CUST002,Beta Retailers,PROD002,Standard Gear Assembly,Hardware,4,80.0,0.0204,45.0,313.46,180.0,133.46,2025-10-19,2025-11-05,15,Paid
10645,2025-10-21,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,14,500.0,0.0071,150.0,6950.19,2100.0,4850.19,2025-10-21,2025-12-08,30,Paid
10646,2025-10-21,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,10,10.0,0.0409,9.5,95.91,95.0,0.91,2025-10-21,2025-11-22,30,Paid
10647,2025-10-22,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,4,200.0,0.0694,120.0,744.51,480.0,264.51,2025-10-22,2025-12-08,45,Paid
10648,2025-10-22,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,3,500.0,0.0516,150.0,1422.65,450.0,972.65,2025-10-22,2025-11-01,15,Paid
10649,2025-10-23,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,39,200.0,0.0547,120.0,7373.57,4680.0,2693.57,2025-10-23,2025-11-25,30,Paid
10650,2025-10-23,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,31,150.0,0.0362,90.0,4481.59,2790.0,1691.59,2025-10-23,2025-11-25,30,Paid
10651,2025-10-23,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,13,200.0,0.0437,120.0,2486.25,1560.0,926.25,2025-10-23,2025-11-19,30,Paid
10652,2025-10-23,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,21,500.0,0.0224,150.0,10264.49,3150.0,7114.49,2025-10-23,2025-12-01,30,Paid
10653,2025-10-24,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,13,200.0,0.0423,120.0,2490.12,1560.0,930.12,2025-10-24,2025-12-04,45,Paid
10654,2025-10-24,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,9,200.0,0.0253,120.0,1754.49,1080.0,674.49,2025-10-24,2025-11-20,30,Paid
10655,2025-10-24,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,13,10.0,0.0985,9.5,117.2,123.5,-6.3,2025-10-24,2025-11-25,30,Paid
10656,2025-10-25,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,8,200.0,0.0661,120.0,1494.24,960.0,534.24,2025-10-25,2025-11-14,15,Paid
10657,2025-10-25,CUST002,Beta Retailers,PROD002,Standard Gear Assembly,Hardware,10,80.0,0.0021,45.0,798.35,450.0,348.35,2025-10-25,2025-11-05,15,Paid
10658,2025-10-25,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,1,150.0,0.0952,90.0,135.72,90.0,45.72,2025-10-25,2025-12-13,45,Paid
10659,2025-10-25,CUST002,Beta Retailers,PROD001,High-Performance Widget,Hardware,4,150.0,0.0949,90.0,543.05,360.0,183.05,2025-10-25,2025-11-18,15,Paid
10660,2025-10-25,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,5,200.0,0.0103,120.0,989.75,600.0,389.75,2025-10-25,2025-12-04,45,Paid
10661,2025-10-27,CUST002,Beta Retailers,PROD001,High-Performance Widget,Hardware,8,150.0,0.0159,90.0,1180.92,720.0,460.92,2025-10-27,2025-11-20,15,Paid
10662,2025-10-27,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,6,10.0,0.0921,9.5,54.47,57.0,-2.53,2025-10-27,2025-12-12,45,Paid
10663,2025-10-28,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,1,150.0,0.0031,90.0,149.54,90.0,59.54,2025-10-28,2025-12-15,45,Paid
10664,2025-10-29,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,30,500.0,0.0857,150.0,13715.19,4500.0,9215.19,2025-10-29,2025-12-07,30,Paid
10665,2025-10-29,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,7,200.0,0.0549,120.0,1323.1,840.0,483.1,2025-10-29,2025-12-08,45,Paid
10666,2025-10-29,CUST002,Beta Retailers,PROD004,Enterprise Service License,Software,4,500.0,0.0384,150.0,1923.13,600.0,1323.13,2025-10-29,2025-11-10,15,Paid
10667,2025-10-29,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,8,10.0,0.0798,9.5,73.62,76.0,-2.38,2025-10-29,2025-12-08,45,Paid
10668,2025-10-30,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,8,500.0,0.0705,150.0,3718.05,1200.0,2518.05,2025-10-30,2025-12-11,45,Paid
10669,2025-10-30,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,1,150.0,0.0541,90.0,141.89,90.0,51.89,2025-10-30,2025-12-13,45,Paid
10670,2025-10-30,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,6,10.0,0.0118,9.5,59.29,57.0,2.29,2025-10-30,2026-01-17,30,Paid
10671,2025-10-30,CUST005,Omega Distributors,PROD003,Low-Margin Bulk Connector,Hardware,11,10.0,0.0865,9.5,100.48,104.5,-4.02,2025-10-30,2025-11-27,30,Paid
10672,2025-10-30,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,7,500.0,0.0317,150.0,3389.21,1050.0,2339.21,2025-10-30,2026-01-04,30,Paid
10673,2025-10-31,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,2,10.0,0.0833,9.5,18.33,19.0,-0.67,2025-10-31,2026-01-02,30,Paid
10674,2025-10-31,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,8,500.0,0.0052,150.0,3979.27,1200.0,2779.27,2025-10-31,2025-12-26,30,Paid
10675,2025-11-01,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,11,200.0,0.0412,120.0,2109.44,1320.0,789.44,2025-11-01,2025-11-16,15,Paid
10676,2025-11-01,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,23,150.0,0.0606,90.0,3241.1,2070.0,1171.1,2025-11-01,2025-12-03,30,Paid
10677,2025-11-01,CUST004,Zeta Enterprises,PROD002,Standard Gear Assembly,Hardware,9,80.0,0.0685,45.0,670.65,405.0,265.65,2025-11-01,2025-12-15,45,Paid
10678,2025-11-01,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,22,500.0,0.0785,150.0,10136.65,3300.0,6836.65,2025-11-01,2025-12-02,30,Paid
10679,2025-11-01,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,6,10.0,0.0601,9.5,56.39,57.0,-0.61,2025-11-01,2026-01-04,30,Paid
10680,2025-11-02,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,34,80.0,0.0011,45.0,2716.88,1530.0,1186.88,2025-11-02,2025-12-10,30,Paid
10681,2025-11-02,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,2,150.0,0.0971,90.0,270.88,180.0,90.88,2025-11-02,2025-12-21,30,Paid
10682,2025-11-02,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,5,150.0,0.019,90.0,735.76,450.0,285.76,2025-11-02,2025-11-30,30,Paid
10683,2025-11-02,CUST002,Beta Retailers,PROD003,Low-Margin Bulk Connector,Hardware,1,10.0,0.0398,9.5,9.6,9.5,0.1,2025-11-02,2025-11-22,15,Paid
10684,2025-11-03,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,25,150.0,0.0631,90.0,3513.49,2250.0,1263.49,2025-11-03,2025-12-05,30,Paid
10685,2025-11-03,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,11,80.0,0.0595,45.0,827.61,495.0,332.61,2025-11-03,2026-01-13,30,Paid
10686,2025-11-04,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,11,500.0,0.043,150.0,5263.29,1650.0,3613.29,2025-11-04,2025-12-02,30,Paid
10687,2025-11-04,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,3,500.0,0.0649,150.0,1402.72,450.0,952.72,2025-11-04,2026-01-17,30,Paid
10688,2025-11-04,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,6,10.0,0.0251,9.5,58.49,57.0,1.49,2025-11-04,2025-12-28,30,Paid
10689,2025-11-04,CUST002,Beta Retailers,PROD001,High-Performance Widget,Hardware,11,150.0,0.0271,90.0,1605.27,990.0,615.27,2025-11-04,2025-11-25,15,Paid
10690,2025-11-05,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,3,150.0,0.0106,90.0,445.23,270.0,175.23,2025-11-05,2025-12-09,30,Paid
10691,2025-11-06,CUST005,Omega Distributors,PROD003,Low-Margin Bulk Connector,Hardware,5,10.0,0.0203,9.5,48.99,47.5,1.49,2025-11-06,2025-12-06,30,Paid
10692,2025-11-06,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,13,150.0,0.0408,90.0,1870.41,1170.0,700.41,2025-11-06,2025-12-24,30,Paid
10693,2025-11-06,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,4,150.0,0.094,90.0,543.62,360.0,183.62,2025-11-06,2025-12-10,30,Paid
10694,2025-11-06,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,14,200.0,0.0189,120.0,2747.21,1680.0,1067.21,2025-11-06,2025-11-21,15,Paid
10695,2025-11-07,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,31,80.0,0.0327,45.0,2398.89,1395.0,1003.89,2025-11-07,2025-12-05,30,Paid
10696,2025-11-07,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,12,150.0,0.0861,90.0,1644.96,1080.0,564.96,2025-11-07,2025-12-20,45,Paid
10697,2025-11-07,CUST002,Beta Retailers,PROD001,High-Performance Widget,Hardware,11,150.0,0.0009,90.0,1648.51,990.0,658.51,2025-11-07,2025-11-24,15,Paid
10698,2025-11-07,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,18,10.0,0.0242,9.5,175.64,171.0,4.64,2025-11-07,2025-12-05,30,Paid
10699,2025-11-07,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,32,150.0,0.005,90.0,4775.99,2880.0,1895.99,2025-11-07,2025-12-05,30,Paid
10700,2025-11-10,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,20,80.0,0.0459,45.0,1526.57,900.0,626.57,2025-11-10,2025-12-07,30,Paid
10701,2025-11-10,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,25,150.0,0.0081,90.0,3719.57,2250.0,1469.57,2025-11-10,2025-12-11,30,Paid
10702,2025-11-10,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,4,10.0,0.0933,9.5,36.27,38.0,-1.73,2025-11-10,2026-01-01,45,Paid
10703,2025-11-10,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,10,10.0,0.0514,9.5,94.86,95.0,-0.14,2025-11-10,2025-12-26,45,Paid
10704,2025-11-10,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,14,10.0,0.0371,9.5,134.8,133.0,1.8,2025-11-10,2025-12-28,45,Paid
10705,2025-11-11,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,7,150.0,0.0269,90.0,1021.77,630.0,391.77,2025-11-11,2026-01-22,30,Paid
10706,2025-11-11,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,9,200.0,0.0035,120.0,1793.7,1080.0,713.7,2025-11-11,2025-12-16,30,Paid
10707,2025-11-11,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,10,200.0,0.0248,120.0,1950.32,1200.0,750.32,2025-11-11,2025-12-02,15,Paid
10708,2025-11-11,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,2,500.0,0.0649,150.0,935.07,300.0,635.07,2025-11-11,2025-12-25,45,Paid
10709,2025-11-12,CUST002,Beta Retailers,PROD003,Low-Margin Bulk Connector,Hardware,10,10.0,0.0022,9.5,99.78,95.0,4.78,2025-11-12,2025-11-25,15,Paid
10710,2025-11-12,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,11,200.0,0.0491,120.0,2091.96,1320.0,771.96,2025-11-12,2025-12-30,30,Paid
10711,2025-11-12,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,12,150.0,0.041,90.0,1726.26,1080.0,646.26,2025-11-12,2025-12-08,30,Paid
10712,2025-11-15,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,26,200.0,0.0186,120.0,5103.46,3120.0,1983.46,2025-11-15,2025-12-14,30,Paid
10713,2025-11-15,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,13,10.0,0.0826,9.5,119.26,123.5,-4.24,2025-11-15,2025-12-27,45,Paid
10714,2025-11-15,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,13,200.0,0.0925,120.0,2359.61,1560.0,799.61,2025-11-15,2025-12-20,30,Paid
10715,2025-11-15,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,5,150.0,0.0743,90.0,694.31,450.0,244.31,2025-11-15,2026-01-22,30,Paid
10716,2025-11-15,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,4,200.0,0.0632,120.0,749.42,480.0,269.42,2025-11-15,2025-12-25,45,Paid
10717,2025-11-16,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,30,150.0,0.0904,90.0,4093.4,2700.0,1393.4,2025-11-16,2025-12-16,30,Paid
10718,2025-11-17,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,6,150.0,0.0794,90.0,828.5,540.0,288.5,2025-11-17,2026-01-02,45,Paid
10719,2025-11-17,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,14,10.0,0.0439,9.5,133.85,133.0,0.85,2025-11-17,2026-01-01,45,Paid
10720,2025-11-19,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,14,200.0,0.0385,120.0,2692.25,1680.0,1012.25,2025-11-19,2025-12-05,15,Paid
10721,2025-11-19,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,2,200.0,0.0532,120.0,378.72,240.0,138.72,2025-11-19,2025-12-10,15,Paid
10722,2025-11-19,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,14,150.0,0.0019,90.0,2095.98,1260.0,835.98,2025-11-19,2026-02-03,30,Paid
10723,2025-11-19,CUST005,Omega Distributors,PROD002,Standard Gear Assembly,Hardware,10,80.0,0.0635,45.0,749.23,450.0,299.23,2025-11-19,2025-12-16,30,Paid
10724,2025-11-20,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,20,80.0,0.0245,45.0,1560.74,900.0,660.74,2025-11-20,2025-12-21,30,Paid
10725,2025-11-20,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,24,10.0,0.0749,9.5,222.01,228.0,-5.99,2025-11-20,2025-12-22,30,Paid
10726,2025-11-20,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,9,200.0,0.0416,120.0,1725.16,1080.0,645.16,2025-11-20,2026-02-05,30,Paid
10727,2025-11-21,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,1,80.0,0.0204,45.0,78.37,45.0,33.37,2025-11-21,2026-02-07,30,Paid
10728,2025-11-21,CUST002,Beta Retailers,PROD001,High-Performance Widget,Hardware,2,150.0,0.0022,90.0,299.34,180.0,119.34,2025-11-21,2025-12-15,15,Paid
10729,2025-11-22,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,13,200.0,0.0337,120.0,2512.33,1560.0,952.33,2025-11-22,2026-01-29,30,Paid
10730,2025-11-22,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,5,200.0,0.0765,120.0,923.52,600.0,323.52,2025-11-22,2026-01-08,30,Paid
10731,2025-11-22,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,30,150.0,0.0776,90.0,4150.58,2700.0,1450.58,2025-11-22,2025-12-30,30,Paid
10732,2025-11-22,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,11,150.0,0.0474,90.0,1571.75,990.0,581.75,2025-11-22,2026-01-15,45,Paid
10733,2025-11-23,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,12,80.0,0.0882,45.0,875.37,540.0,335.37,2025-11-23,2026-02-03,30,Paid
10734,2025-11-23,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,13,150.0,0.0821,90.0,1789.83,1170.0,619.83,2025-11-23,2026-01-22,30,Paid
10735,2025-11-23,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,31,500.0,0.0792,150.0,14273.08,4650.0,9623.08,2025-11-23,2025-12-31,30,Paid
10736,2025-11-23,CUST003,Apex Tech Solutions,PROD003,Low-Margin Bulk Connector,Hardware,2,10.0,0.0405,9.5,19.19,19.0,0.19,2025-11-23,2026-01-21,30,Paid
10737,2025-11-24,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,27,150.0,0.0902,90.0,3684.78,2430.0,1254.78,2025-11-24,2025-12-20,30,Paid
10738,2025-11-24,CUST001,Acme Industrial Corp,PROD004,Enterprise Service License,Software,17,500.0,0.0968,150.0,7677.14,2550.0,5127.14,2025-11-24,2025-12-30,30,Paid
10739,2025-11-25,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,2,200.0,0.0375,120.0,384.98,240.0,144.98,2025-11-25,2026-01-23,30,Paid
10740,2025-11-25,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,19,200.0,0.0321,120.0,3677.96,2280.0,1397.96,2025-11-25,2025-12-22,30,Paid
10741,2025-11-25,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,39,10.0,0.0374,9.5,375.4,370.5,4.9,2025-11-25,2025-12-31,30,Paid
10742,2025-11-26,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,39,10.0,0.0218,9.5,381.51,370.5,11.01,2025-11-26,2026-01-03,30,Paid
10743,2025-11-26,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,12,150.0,0.0632,90.0,1686.24,1080.0,606.24,2025-11-26,2026-01-06,45,Paid
10744,2025-11-26,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,4,150.0,0.0767,90.0,554.01,360.0,194.01,2025-11-26,2026-01-14,45,Paid
10745,2025-11-27,CUST004,Zeta Enterprises,PROD005,Premium Consulting Hour,Services,14,200.0,0.0803,120.0,2575.16,1680.0,895.16,2025-11-27,2026-01-15,45,Paid
10746,2025-11-28,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,21,200.0,0.0742,120.0,3888.25,2520.0,1368.25,2025-11-28,2025-12-29,30,Paid
10747,2025-11-28,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,6,500.0,0.075,150.0,2775.01,900.0,1875.01,2025-11-28,2026-01-28,30,Paid
10748,2025-11-28,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,35,10.0,0.0889,9.5,318.88,332.5,-13.62,2025-11-28,2025-12-27,30,Paid
10749,2025-11-29,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,12,80.0,0.0474,45.0,914.5,540.0,374.5,2025-11-29,2026-01-25,30,Paid
10750,2025-11-29,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,9,10.0,0.0242,9.5,87.83,85.5,2.33,2025-11-29,2026-01-18,45,Paid
10751,2025-11-29,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,10,500.0,0.0507,150.0,4746.47,1500.0,3246.47,2025-11-29,2026-01-07,30,Paid
10752,2025-11-29,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,2,80.0,0.0134,45.0,157.86,90.0,67.86,2025-11-29,2026-02-07,30,Paid
10753,2025-11-30,CUST005,Omega Distributors,PROD001,High-Performance Widget,Hardware,14,150.0,0.0692,90.0,1954.6,1260.0,694.6,2025-11-30,2026-01-08,30,Paid
10754,2025-12-01,CUST005,Omega Distributors,PROD005,Premium Consulting Hour,Services,1,200.0,0.0529,120.0,189.43,120.0,69.43,2025-12-01,2026-01-06,30,Paid
10755,2025-12-01,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,11,200.0,0.0595,120.0,2069.03,1320.0,749.03,2025-12-01,2025-12-16,15,Paid
10756,2025-12-02,CUST003,Apex Tech Solutions,PROD004,Enterprise Service License,Software,7,500.0,0.0983,150.0,3155.84,1050.0,2105.84,2025-12-02,2026-02-08,30,Paid
10757,2025-12-03,CUST004,Zeta Enterprises,PROD004,Enterprise Service License,Software,12,500.0,0.0151,150.0,5909.64,1800.0,4109.64,2025-12-03,2026-01-19,45,Paid
10758,2025-12-03,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,12,200.0,0.0824,120.0,2202.16,1440.0,762.16,2025-12-03,2026-01-08,30,Paid
10759,2025-12-03,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,34,80.0,0.0898,45.0,2475.77,1530.0,945.77,2025-12-03,2026-01-07,30,Paid
10760,2025-12-04,CUST002,Beta Retailers,PROD005,Premium Consulting Hour,Services,6,200.0,0.0094,120.0,1188.68,720.0,468.68,2025-12-04,2025-12-21,15,Paid
10761,2025-12-04,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,25,200.0,0.0827,120.0,4586.67,3000.0,1586.67,2025-12-04,2026-01-09,30,Paid
10762,2025-12-04,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,19,10.0,0.0006,9.5,189.89,180.5,9.39,2025-12-04,2026-01-08,30,Paid
10763,2025-12-04,CUST001,Acme Industrial Corp,PROD005,Premium Consulting Hour,Services,26,200.0,0.0961,120.0,4700.2,3120.0,1580.2,2025-12-04,2026-01-08,30,Paid
10764,2025-12-05,CUST004,Zeta Enterprises,PROD003,Low-Margin Bulk Connector,Hardware,14,10.0,0.0313,9.5,135.62,133.0,2.62,2025-12-05,2026-01-18,45,Paid
10765,2025-12-05,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,13,80.0,0.0039,45.0,1035.95,585.0,450.95,2025-12-05,2026-01-13,30,Paid
10766,2025-12-06,CUST001,Acme Industrial Corp,PROD003,Low-Margin Bulk Connector,Hardware,30,10.0,0.0402,9.5,287.93,285.0,2.93,2025-12-06,2026-01-02,30,Paid
10767,2025-12-06,CUST003,Apex Tech Solutions,PROD005,Premium Consulting Hour,Services,13,200.0,0.0757,120.0,2403.25,1560.0,843.25,2025-12-06,2026-01-21,30,Paid
10768,2025-12-07,CUST001,Acme Industrial Corp,PROD001,High-Performance Widget,Hardware,25,150.0,0.0597,90.0,3526.18,2250.0,1276.18,2025-12-07,2026-01-08,30,Paid
10769,2025-12-08,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,5,500.0,0.0633,150.0,2341.73,750.0,1591.73,2025-12-08,2026-01-06,30,Paid
10770,2025-12-08,CUST005,Omega Distributors,PROD004,Enterprise Service License,Software,2,500.0,0.065,150.0,935.05,300.0,635.05,2025-12-08,2026-01-02,30,Paid
10771,2025-12-09,CUST004,Zeta Enterprises,PROD001,High-Performance Widget,Hardware,14,150.0,0.0053,90.0,2088.8,1260.0,828.8,2025-12-09,2026-01-28,45,Paid
10772,2025-12-10,CUST003,Apex Tech Solutions,PROD002,Standard Gear Assembly,Hardware,8,80.0,0.0942,45.0,579.73,360.0,219.73,2025-12-10,2026-02-13,30,Paid
10773,2025-12-10,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,11,150.0,0.0697,90.0,1534.97,990.0,544.97,2025-12-10,2026-02-02,30,Paid
10774,2025-12-10,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,7,150.0,0.0599,90.0,987.07,630.0,357.07,2025-12-10,2026-02-07,30,Paid
10775,2025-12-10,CUST001,Acme Industrial Corp,PROD002,Standard Gear Assembly,Hardware,38,80.0,0.0949,45.0,2751.58,1710.0,1041.58,2025-12-10,2026-01-05,30,Paid
10776,2025-12-11,CUST003,Apex Tech Solutions,PROD001,High-Performance Widget,Hardware,7,150.0,0.0171,90.0,1032.0,630.0,402.0,2025-12-11,2026-02-08,30,Paid
