transaction_date,transaction_id,customer_id,product_name,quantity,revenue,cost,discount_percent,days_to_pay
2026-03-02,TXN-102544,CUST-060,Product E,255,32665.9,30855,20,16
2025-01-25,TXN-102545,CUST-012,Product I,89,47703.56,38448,20,26
2026-04-12,TXN-102546,CUST-042,Product C,97,57570.04,48500,18,13
2026-01-07,TXN-102547,CUST-074,Product I,141,51203.57,40467,0,6
2025-11-30,TXN-102548,CUST-049,Product C,51,23214.05,15351,18,26
2025-09-04,TXN-102549,CUST-057,Product L,57,16349.41,13680,0,8
2026-04-26,TXN-102550,CUST-057,Product C,37,16703.8,10138,5,30
2025-08-11,TXN-102551,CUST-004,Product O,294,181380.13,110250,0,45
2025-07-06,TXN-102552,CUST-028,Product C,84,41406.19,28140,25,28
2026-02-26,TXN-102553,CUST-075,Product O,92,13061.48,8372,12,7
2025-11-07,TXN-102554,CUST-042,Product D,288,117620.85,92448,0,25
2026-01-08,TXN-102555,CUST-027,Product L,130,75773.17,57720,20,15
2025-11-12,TXN-102556,CUST-064,Product E,218,28548.91,22236,18,12
2025-06-15,TXN-102557,CUST-074,Product M,206,52672.6,38728,0,15
2025-09-25,TXN-102558,CUST-079,Product N,134,67698.7,44890,18,27
2025-04-30,TXN-102559,CUST-057,Product C,233,112896.78,81317,25,5
2025-07-11,TXN-102560,CUST-043,Product J,94,30126.16,24910,0,12
2026-04-25,TXN-102561,CUST-063,Product M,274,134762.33,80556,5,27
2025-12-01,TXN-102562,CUST-004,Product C,290,119988.89,88450,0,60
2025-04-11,TXN-102563,CUST-071,Product C,191,82142.78,46413,0,11
2025-06-27,TXN-102564,CUST-078,Product A,27,6961.88,4725,18,30
2026-04-22,TXN-102565,CUST-045,Product I,262,121027.92,78338,18,26
2025-08-04,TXN-102566,CUST-031,Product L,195,117919.86,74295,0,25
2026-02-08,TXN-102567,CUST-026,Product O,36,30033.18,16128,0,5
2025-10-12,TXN-102568,CUST-074,Product E,125,37899.92,29750,25,15
2025-04-23,TXN-102569,CUST-027,Product H,39,15740.39,8463,0,28
2025-04-06,TXN-102570,CUST-045,Product A,81,36777.15,29889,25,26
2025-01-25,TXN-102571,CUST-025,Product B,160,28087.62,22560,20,6
2025-07-21,TXN-102572,CUST-011,Product O,7,2890.59,2345,18,11
2026-05-27,TXN-102573,CUST-020,Product B,63,10687.87,7182,0,8
2025-08-01,TXN-102574,CUST-053,Product C,65,44633.95,31395,18,19
2025-05-23,TXN-102575,CUST-015,Product A,63,39815.03,22050,0,8
2026-01-27,TXN-102576,CUST-016,Product G,58,11842.85,6148,0,24
2025-02-02,TXN-102577,CUST-057,Product H,74,34988.04,30340,20,12
2025-07-22,TXN-102578,CUST-056,Product O,114,8791.26,6612,5,17
2025-12-12,TXN-102579,CUST-039,Product D,279,18009.38,12834,18,29
2026-06-18,TXN-102580,CUST-013,Product B,81,63442.04,34911,0,7
2025-10-19,TXN-102581,CUST-018,Product A,290,134069.37,112810,20,15
2025-01-09,TXN-102582,CUST-049,Product J,172,21359.58,18576,10,9
2025-01-18,TXN-102583,CUST-049,Product N,104,68108.92,41392,12,30
2025-03-09,TXN-102584,CUST-077,Product M,5,3290.16,2260,25,16
2025-05-12,TXN-102585,CUST-030,Product M,259,139043.15,119399,0,19
2025-05-02,TXN-102586,CUST-071,Product C,146,26583.64,20002,12,15
2026-01-11,TXN-102587,CUST-004,Product G,162,128080.09,69660,5,43
2025-03-18,TXN-102588,CUST-007,Product O,84,4635.29,4452,18,48
2025-05-07,TXN-102589,CUST-036,Product F,87,27370.51,24795,18,6
2025-06-20,TXN-102590,CUST-056,Product J,36,16863.48,9576,0,18
2025-01-23,TXN-102591,CUST-068,Product G,121,14515.95,12826,10,25
2025-04-20,TXN-102592,CUST-001,Product F,168,56964.78,29064,0,42
2025-10-20,TXN-102593,CUST-047,Product A,132,8704.01,9240,25,17
2026-05-24,TXN-102594,CUST-080,Product J,236,73111.07,53808,10,7
2026-01-15,TXN-102595,CUST-032,Product H,183,58601.36,42090,0,13
2026-05-07,TXN-102596,CUST-060,Product N,59,10871.59,6490,10,18
2025-01-03,TXN-102597,CUST-066,Product B,27,10501.88,8748,0,8
2025-02-09,TXN-102598,CUST-071,Product D,18,13310.79,8136,15,12
2025-04-13,TXN-102599,CUST-063,Product H,209,68051.63,37829,0,10
2026-03-10,TXN-102600,CUST-047,Product I,26,9600.47,8268,0,19
2025-04-20,TXN-102601,CUST-008,Product C,20,15007.92,9680,12,49
2025-03-28,TXN-102602,CUST-032,Product D,265,24203.84,16165,0,6
2026-04-19,TXN-102603,CUST-037,Product L,122,31198.79,25620,0,16
2025-10-10,TXN-102604,CUST-015,Product H,158,41077.46,22436,0,27
2025-07-21,TXN-102605,CUST-069,Product A,13,5720.28,4277,12,21
2025-12-30,TXN-102606,CUST-064,Product H,223,121629.19,89200,10,5
2025-07-29,TXN-102607,CUST-078,Product B,292,16703.73,12264,5,17
2025-06-10,TXN-102608,CUST-056,Product N,230,61902.88,39100,15,9
2025-03-22,TXN-102609,CUST-061,Product F,37,15435.49,11396,0,5
2025-02-02,TXN-102610,CUST-040,Product A,141,52118.61,34686,0,15
2025-01-26,TXN-102611,CUST-076,Product M,39,17854.64,17433,18,20
2026-04-24,TXN-102612,CUST-075,Product B,134,8301.54,7906,10,12
2025-03-11,TXN-102613,CUST-074,Product N,293,196480.5,125111,10,5
2025-11-19,TXN-102614,CUST-033,Product D,38,13945.67,7676,0,24
2026-05-29,TXN-102615,CUST-051,Product A,157,88628.71,58247,18,30
2026-05-20,TXN-102616,CUST-076,Product K,119,43636.33,44149,18,19
2025-05-04,TXN-102617,CUST-014,Product N,217,76303.06,50995,10,18
2026-01-27,TXN-102618,CUST-063,Product B,81,18980.88,12150,0,20
2025-09-30,TXN-102619,CUST-056,Product D,124,65864.91,57660,12,10
2025-08-04,TXN-102620,CUST-075,Product L,268,152242.93,102376,10,23
2025-04-27,TXN-102621,CUST-022,Product J,233,110426.98,105549,10,18
2025-05-23,TXN-102622,CUST-070,Product A,114,31123.24,31806,18,10
2025-04-19,TXN-102623,CUST-034,Product B,215,27264.45,14620,0,8
2025-03-27,TXN-102624,CUST-074,Product D,194,99107.66,75660,25,21
2026-06-01,TXN-102625,CUST-057,Product O,234,51474.25,26910,0,5
2026-05-31,TXN-102626,CUST-070,Product K,153,91492.51,57834,0,17
2025-09-24,TXN-102627,CUST-058,Product E,278,39344.5,30580,0,16
2026-06-19,TXN-102628,CUST-048,Product I,124,65388.87,41168,20,19
2025-01-12,TXN-102629,CUST-070,Product I,93,10935.1,6603,10,6
2026-03-05,TXN-102630,CUST-025,Product H,168,81325.47,47376,0,17
2025-03-29,TXN-102631,CUST-021,Product E,211,32661.31,18146,0,21
2026-05-27,TXN-102632,CUST-072,Product K,143,69805.37,63635,15,21
2025-06-04,TXN-102633,CUST-007,Product H,205,110239.64,68880,18,43
2025-02-14,TXN-102634,CUST-012,Product J,186,46160.69,29202,10,30
2026-03-10,TXN-102635,CUST-032,Product B,186,45585.45,47988,20,10
2026-05-15,TXN-102636,CUST-046,Product E,288,106651.06,93600,15,8
2026-04-17,TXN-102637,CUST-078,Product J,208,38699.79,27664,0,18
2025-10-17,TXN-102638,CUST-079,Product N,197,67566.86,46492,10,18
2025-01-27,TXN-102639,CUST-057,Product E,236,100553.92,71036,0,5
2025-06-06,TXN-102640,CUST-046,Product I,178,24204.46,16376,0,23
2025-09-06,TXN-102641,CUST-001,Product N,213,61774.43,38340,0,51
2025-08-16,TXN-102642,CUST-030,Product E,278,86976.79,67832,20,24
2025-02-12,TXN-102643,CUST-062,Product O,228,42364.42,25080,15,9
2026-06-24,TXN-102644,CUST-009,Product H,299,25077.23,22126,25,37
2025-11-04,TXN-102645,CUST-046,Product B,114,62613.21,52896,5,26
2025-06-17,TXN-102646,CUST-028,Product N,109,62750.3,44145,5,20
2026-02-22,TXN-102647,CUST-006,Product O,5,1330.19,1070,5,43
2025-11-25,TXN-102648,CUST-022,Product I,266,34890.02,23408,0,16
2025-10-13,TXN-102649,CUST-079,Product M,159,59302.82,46587,0,8
2026-03-16,TXN-102650,CUST-036,Product F,21,12072.02,10206,10,5
2026-03-03,TXN-102651,CUST-009,Product G,37,15225.65,10360,18,59
2026-06-13,TXN-102652,CUST-006,Product C,137,60606.76,47128,20,52
2025-01-03,TXN-102653,CUST-013,Product N,210,107708.73,57960,0,13
2025-03-23,TXN-102654,CUST-029,Product H,143,57049.26,35893,0,15
2025-07-09,TXN-102655,CUST-070,Product O,206,98117.15,74160,10,18
2025-09-12,TXN-102656,CUST-040,Product L,207,112639.85,81972,18,21
2026-01-26,TXN-102657,CUST-042,Product J,164,122702.95,64288,0,15
2025-09-25,TXN-102658,CUST-077,Product F,30,3615.84,2880,0,26
2025-07-04,TXN-102659,CUST-006,Product A,249,64450.37,55776,15,46
2025-04-27,TXN-102660,CUST-030,Product B,247,29820.01,19760,0,24
2026-02-09,TXN-102661,CUST-013,Product D,220,59895.88,44000,0,21
2025-09-24,TXN-102662,CUST-001,Product F,195,66248.83,67470,18,36
2025-01-26,TXN-102663,CUST-068,Product J,298,95525.66,57812,10,23
2025-09-14,TXN-102664,CUST-036,Product C,29,9050.55,5510,15,30
2026-03-22,TXN-102665,CUST-034,Product G,259,65632.33,64750,15,10
2025-01-15,TXN-102666,CUST-063,Product N,164,43804.07,32964,12,29
2026-03-30,TXN-102667,CUST-040,Product F,280,133788.85,138880,18,29
2025-11-23,TXN-102668,CUST-004,Product D,103,53719.79,45320,25,48
2025-05-14,TXN-102669,CUST-017,Product D,194,51878.13,33368,15,25
2025-07-08,TXN-102670,CUST-014,Product M,219,81040.48,46428,0,17
2025-12-09,TXN-102671,CUST-055,Product J,182,55334.96,28574,0,10
2025-07-11,TXN-102672,CUST-055,Product B,94,12625.66,10998,18,20
2026-05-01,TXN-102673,CUST-009,Product E,210,30605.03,22680,25,47
2025-01-29,TXN-102674,CUST-012,Product B,45,8124.43,5850,0,16
2026-05-31,TXN-102675,CUST-008,Product N,133,64660.13,41629,15,35
2025-01-16,TXN-102676,CUST-062,Product B,247,113749.01,84227,15,27
2026-05-22,TXN-102677,CUST-074,Product I,70,18555.57,9800,0,24
2026-01-02,TXN-102678,CUST-053,Product H,11,6841.98,4950,0,30
2025-09-27,TXN-102679,CUST-019,Product N,89,59942.37,32574,0,28
2025-04-24,TXN-102680,CUST-030,Product O,89,7101.79,5963,10,28
2026-05-06,TXN-102681,CUST-050,Product F,121,34067.91,31460,25,29
2025-02-19,TXN-102682,CUST-048,Product H,288,124734.18,63072,0,13
2026-06-11,TXN-102683,CUST-030,Product C,163,17182.02,17115,20,21
2025-11-29,TXN-102684,CUST-007,Product O,134,49585.92,30150,10,36
2026-03-16,TXN-102685,CUST-044,Product E,161,72202.41,60214,18,28
2025-05-30,TXN-102686,CUST-018,Product N,105,94067.17,49560,0,11
2025-06-07,TXN-102687,CUST-063,Product O,234,58897.38,43524,25,26
2025-03-28,TXN-102688,CUST-032,Product H,229,141179.54,99844,5,26
2025-10-28,TXN-102689,CUST-072,Product K,90,32091.25,26100,5,22
2026-01-24,TXN-102690,CUST-046,Product K,91,41506.89,41769,18,27
2025-01-13,TXN-102691,CUST-078,Product K,282,36660.62,20022,0,30
2026-02-01,TXN-102692,CUST-005,Product D,26,6002.93,4420,5,47
2025-08-24,TXN-102693,CUST-080,Product F,284,140840.39,84348,10,12
2025-12-05,TXN-102694,CUST-014,Product N,122,84446.61,59902,0,21
2025-03-12,TXN-102695,CUST-066,Product L,207,76673.06,54855,10,7
2026-03-12,TXN-102696,CUST-034,Product F,93,20346.22,16926,12,13
2026-03-14,TXN-102697,CUST-009,Product A,277,66166.26,40719,12,50
2025-08-11,TXN-102698,CUST-031,Product H,287,27615.92,26978,12,25
2025-05-07,TXN-102699,CUST-033,Product C,279,119813.33,76167,20,22
2026-01-31,TXN-102700,CUST-068,Product M,295,112383.29,99120,25,21
2025-06-08,TXN-102701,CUST-062,Product O,36,12382.71,7056,12,23
2025-05-17,TXN-102702,CUST-018,Product N,250,26368.89,23250,18,13
2026-01-21,TXN-102703,CUST-070,Product D,23,9602.28,10442,25,28
2026-01-26,TXN-102704,CUST-072,Product L,134,22623.02,17286,5,25
2025-08-20,TXN-102705,CUST-073,Product J,235,43750.08,28905,5,30
2025-04-16,TXN-102706,CUST-004,Product C,62,32177.78,22940,18,47
2025-06-10,TXN-102707,CUST-066,Product O,295,68894.66,43365,20,6
2025-08-06,TXN-102708,CUST-002,Product C,79,9573.43,8058,0,40
2025-08-24,TXN-102709,CUST-050,Product C,6,277.3,288,20,19
2026-03-21,TXN-102710,CUST-077,Product G,63,6107.61,3969,20,26
2026-05-08,TXN-102711,CUST-038,Product L,202,23890.82,20604,0,11
2026-01-17,TXN-102712,CUST-071,Product G,52,11108.04,9724,5,14
2025-11-23,TXN-102713,CUST-066,Product K,129,69495.25,47472,25,29
2025-02-18,TXN-102714,CUST-018,Product M,252,55025.19,45612,20,11
2025-11-19,TXN-102715,CUST-013,Product E,214,180559.63,103362,12,6
2025-01-04,TXN-102716,CUST-024,Product D,13,5631.54,3562,15,5
2026-01-14,TXN-102717,CUST-049,Product N,147,44938.06,30576,25,19
2025-03-18,TXN-102718,CUST-050,Product F,15,5943.45,5880,15,18
2025-10-03,TXN-102719,CUST-048,Product B,42,3151.77,1932,15,14
2025-03-30,TXN-102720,CUST-037,Product L,51,36136.24,20400,5,5
2026-04-03,TXN-102721,CUST-035,Product I,170,17276.12,15470,25,29
2026-04-26,TXN-102722,CUST-025,Product A,272,89570,96288,20,18
2026-03-06,TXN-102723,CUST-069,Product I,108,28271.16,20520,15,28
2026-02-19,TXN-102724,CUST-068,Product C,203,109434.5,71050,0,12
2026-03-20,TXN-102725,CUST-016,Product I,289,126884.01,88434,25,20
2026-05-12,TXN-102726,CUST-055,Product M,42,8372.23,9492,25,10
2026-01-07,TXN-102727,CUST-003,Product H,44,19018.47,14564,15,57
2025-08-31,TXN-102728,CUST-059,Product C,16,1493.53,1344,12,25
2026-06-19,TXN-102729,CUST-002,Product J,291,217588.22,135315,15,44
2025-03-22,TXN-102730,CUST-048,Product I,7,4396.54,3003,25,9
2025-03-16,TXN-102731,CUST-016,Product M,241,68183.93,53984,12,19
2026-05-14,TXN-102732,CUST-063,Product H,153,75260.53,61353,0,14
2026-01-30,TXN-102733,CUST-071,Product J,99,42381.85,43659,20,9
2025-10-15,TXN-102734,CUST-021,Product B,211,35288.05,23210,0,9
2026-05-04,TXN-102735,CUST-034,Product F,267,110141.64,90780,0,28
2026-01-11,TXN-102736,CUST-038,Product E,72,10899.98,6696,12,16
2026-05-13,TXN-102737,CUST-017,Product N,28,6911.06,5684,20,5
2025-05-25,TXN-102738,CUST-003,Product C,192,78572.6,56448,25,58
2025-02-20,TXN-102739,CUST-053,Product B,209,54137.59,31768,12,13
2025-02-24,TXN-102740,CUST-061,Product H,92,22709.72,13616,10,10
2026-05-31,TXN-102741,CUST-001,Product C,291,131727.06,102432,10,36
2025-04-02,TXN-102742,CUST-024,Product H,271,157974.28,101083,20,10
2025-09-26,TXN-102743,CUST-010,Product L,236,40106.34,38468,15,47
2026-01-18,TXN-102744,CUST-072,Product A,251,19350.38,18323,12,25
2025-03-02,TXN-102745,CUST-079,Product B,64,31337.88,21376,0,10
2026-04-20,TXN-102746,CUST-024,Product O,60,41222.93,27420,12,18
2025-03-24,TXN-102747,CUST-007,Product L,27,13560.61,11340,18,53
2025-05-20,TXN-102748,CUST-076,Product D,27,1983.09,1512,15,15
2025-01-16,TXN-102749,CUST-065,Product A,252,82742.82,43092,0,23
2025-11-16,TXN-102750,CUST-073,Product I,172,95534.79,68284,0,21
2026-04-25,TXN-102751,CUST-045,Product G,289,108905.36,96237,15,9
2025-09-21,TXN-102752,CUST-080,Product E,246,132652.11,106272,0,30
2026-06-12,TXN-102753,CUST-069,Product O,77,25832.52,21714,10,7
2025-08-07,TXN-102754,CUST-020,Product O,41,3255.83,2378,0,16
2026-02-17,TXN-102755,CUST-028,Product D,98,10240.23,7350,10,30
2026-01-04,TXN-102756,CUST-044,Product H,136,71602.6,41888,5,9
2026-03-07,TXN-102757,CUST-056,Product I,35,13021.01,8645,20,6
2026-03-16,TXN-102758,CUST-039,Product H,104,51571.2,35464,10,22
2026-05-31,TXN-102759,CUST-030,Product D,285,96468.16,55575,12,17
2025-11-02,TXN-102760,CUST-007,Product G,75,24825.27,23700,12,49
2026-03-31,TXN-102761,CUST-058,Product O,146,61290.24,58400,12,24
2025-12-10,TXN-102762,CUST-027,Product F,45,20002.18,10170,0,23
2025-07-07,TXN-102763,CUST-042,Product L,9,3211.92,3096,12,8
2025-02-13,TXN-102764,CUST-014,Product H,163,59388.69,67482,25,12
2025-04-13,TXN-102765,CUST-013,Product B,56,23806.29,15456,15,24
2025-01-20,TXN-102766,CUST-050,Product C,173,89813.39,78196,18,6
2025-07-01,TXN-102767,CUST-030,Product C,17,6501.65,4199,12,15
2025-10-02,TXN-102768,CUST-011,Product L,47,23778.09,18283,0,26
2025-05-19,TXN-102769,CUST-046,Product C,229,62420.6,45800,25,6
2025-01-11,TXN-102770,CUST-011,Product C,218,171734.19,93304,0,15
2025-04-24,TXN-102771,CUST-045,Product F,114,96593,54834,0,30
2025-09-23,TXN-102772,CUST-064,Product H,178,15174.81,9968,0,8
2026-03-30,TXN-102773,CUST-071,Product L,102,45487.59,48144,25,6
2025-12-29,TXN-102774,CUST-009,Product L,192,79006.19,70848,5,36
2025-01-10,TXN-102775,CUST-002,Product G,152,88645.24,58672,10,41
2025-05-02,TXN-102776,CUST-028,Product A,147,40286.57,32046,0,18
2025-02-16,TXN-102777,CUST-079,Product I,150,11772.94,10800,10,8
2025-08-15,TXN-102778,CUST-070,Product K,177,145105.15,86730,0,16
2025-12-21,TXN-102779,CUST-019,Product M,129,45447.84,29799,12,6
2026-01-06,TXN-102780,CUST-073,Product G,41,2300.42,2337,18,23
2025-01-14,TXN-102781,CUST-008,Product K,14,4451.21,3402,20,37
2026-02-01,TXN-102782,CUST-062,Product L,229,84851.5,65036,5,21
2025-10-01,TXN-102783,CUST-025,Product L,69,50732.91,28014,5,23
2025-10-23,TXN-102784,CUST-051,Product E,196,126449.95,94276,0,20
2026-04-15,TXN-102785,CUST-021,Product G,85,24345.58,17935,5,25
2025-12-23,TXN-102786,CUST-041,Product N,10,1027.07,770,15,13
2025-05-14,TXN-102787,CUST-069,Product O,205,31377.63,27470,18,13
2025-07-08,TXN-102788,CUST-020,Product J,36,12756.43,12996,25,12
2025-08-15,TXN-102789,CUST-005,Product E,174,102381.54,83172,0,53
2025-02-10,TXN-102790,CUST-032,Product K,220,156650.11,103180,12,5
2026-02-28,TXN-102791,CUST-012,Product I,134,25532.88,21976,0,17
2026-02-07,TXN-102792,CUST-037,Product H,117,66045.14,52182,0,26
2025-12-09,TXN-102793,CUST-072,Product O,238,67459.15,50218,25,30
2026-04-07,TXN-102794,CUST-076,Product F,294,184607.23,141120,0,28
2026-03-10,TXN-102795,CUST-054,Product E,90,24611.16,21780,5,26
2025-07-03,TXN-102796,CUST-048,Product M,9,6318.17,4428,18,16
2026-06-18,TXN-102797,CUST-004,Product C,44,9462.01,7480,18,57
2025-05-10,TXN-102798,CUST-021,Product A,232,24553.6,22736,12,12
2025-01-07,TXN-102799,CUST-013,Product C,101,45833.16,26260,0,25
2025-06-25,TXN-102800,CUST-074,Product B,185,82863.73,56980,20,20
2025-01-05,TXN-102801,CUST-015,Product K,192,77715.2,63168,0,21
2026-03-24,TXN-102802,CUST-011,Product D,279,73537.2,64170,20,28
2025-11-17,TXN-102803,CUST-013,Product J,242,188014.12,95106,0,17
2026-06-14,TXN-102804,CUST-031,Product A,30,22315.03,12720,12,20
2025-08-10,TXN-102805,CUST-066,Product B,285,110245.71,66120,0,23
2026-05-07,TXN-102806,CUST-040,Product O,93,58417.38,41943,12,6
2025-04-09,TXN-102807,CUST-021,Product I,75,13669.43,9450,18,5
2025-02-25,TXN-102808,CUST-017,Product C,287,57226.67,42763,20,25
2025-08-23,TXN-102809,CUST-036,Product C,84,7219.18,5880,10,20
2025-10-13,TXN-102810,CUST-015,Product K,113,47228.38,46782,20,7
2026-03-08,TXN-102811,CUST-017,Product F,300,183113.34,104400,0,28
2025-01-14,TXN-102812,CUST-036,Product C,23,11106.96,8372,0,27
2025-06-02,TXN-102813,CUST-046,Product D,72,11010.74,7632,18,9
2025-04-16,TXN-102814,CUST-065,Product D,195,104354.56,79365,0,7
2026-03-04,TXN-102815,CUST-001,Product F,29,9329.27,7192,5,56
2025-02-28,TXN-102816,CUST-046,Product F,123,71320.56,57072,18,17
2025-04-09,TXN-102817,CUST-003,Product J,280,54426.77,43120,0,55
2025-06-15,TXN-102818,CUST-061,Product J,50,21801.03,12600,0,14
2026-01-23,TXN-102819,CUST-068,Product N,25,17578.41,12000,25,11
2025-05-03,TXN-102820,CUST-036,Product M,19,3598.91,3306,20,7
2026-02-01,TXN-102821,CUST-016,Product G,88,15966.5,10296,5,18
2026-05-14,TXN-102822,CUST-048,Product A,261,20756.05,17748,20,18
2026-02-07,TXN-102823,CUST-020,Product H,25,6764.17,5900,15,7
2026-06-09,TXN-102824,CUST-075,Product M,206,60796.27,46350,10,14
2025-09-18,TXN-102825,CUST-026,Product E,23,10208.75,6095,15,26
2025-11-10,TXN-102826,CUST-045,Product J,101,46856.23,41107,15,5
2025-11-06,TXN-102827,CUST-022,Product K,197,37813.49,24625,0,17
2025-05-18,TXN-102828,CUST-033,Product G,65,7741.58,5525,0,11
2026-02-25,TXN-102829,CUST-042,Product K,75,49500,34800,20,13
2025-06-04,TXN-102830,CUST-069,Product B,268,201929.93,127300,0,28
2026-05-20,TXN-102831,CUST-019,Product J,55,32817.18,22990,15,25
2025-09-03,TXN-102832,CUST-074,Product L,164,99271.5,75440,25,26
2026-01-25,TXN-102833,CUST-018,Product E,117,25659.7,16614,5,28
2025-10-16,TXN-102834,CUST-047,Product H,100,72309.02,49500,0,22
2025-08-30,TXN-102835,CUST-031,Product D,130,44009.55,22490,0,7
2025-03-22,TXN-102836,CUST-052,Product L,192,128222.75,91008,18,5
2026-01-18,TXN-102837,CUST-073,Product L,141,51708.48,32289,15,26
2025-10-03,TXN-102838,CUST-035,Product H,174,89571.19,77778,25,28
2025-12-10,TXN-102839,CUST-061,Product D,189,34929.74,30618,25,13
2026-02-07,TXN-102840,CUST-056,Product G,262,121165.69,61570,0,11
2025-10-15,TXN-102841,CUST-003,Product C,45,7422.23,5850,12,52
2025-01-09,TXN-102842,CUST-066,Product J,175,143769.76,82075,10,7
2025-12-16,TXN-102843,CUST-074,Product C,209,80661.08,72105,12,17
2026-02-11,TXN-102844,CUST-002,Product E,233,36679.19,30989,5,49
2025-10-10,TXN-102845,CUST-016,Product C,127,39316.06,28956,25,13
2025-07-05,TXN-102846,CUST-070,Product G,67,38303.81,30552,10,23
2025-07-20,TXN-102847,CUST-041,Product D,85,35550.39,21420,10,14
2025-08-07,TXN-102848,CUST-059,Product L,33,13861.71,8943,5,12
2025-04-17,TXN-102849,CUST-064,Product O,14,1235.11,770,0,21
2025-12-31,TXN-102850,CUST-048,Product O,90,19576.7,10080,0,28
2026-04-03,TXN-102851,CUST-047,Product B,290,71620.94,53070,5,26
2025-10-14,TXN-102852,CUST-059,Product L,95,37803.51,24795,20,13
2025-10-01,TXN-102853,CUST-021,Product N,260,19689.88,16640,5,25
2025-01-26,TXN-102854,CUST-029,Product L,275,125615.72,68750,0,19
2026-04-19,TXN-102855,CUST-053,Product H,72,32166.94,24120,12,11
2025-07-19,TXN-102856,CUST-006,Product H,6,807.15,582,0,59
2026-01-01,TXN-102857,CUST-009,Product N,83,46127,37848,20,35
2026-01-12,TXN-102858,CUST-004,Product F,270,202202.88,101790,0,39
2026-05-11,TXN-102859,CUST-024,Product N,96,44918.73,39648,10,15
2026-04-20,TXN-102860,CUST-039,Product K,104,11908.46,10504,25,12
2025-05-07,TXN-102861,CUST-064,Product M,116,74236.23,49880,0,10
2025-02-05,TXN-102862,CUST-045,Product D,67,12232.04,9447,12,27
2025-06-07,TXN-102863,CUST-077,Product I,205,51181.63,26650,0,25
2025-07-10,TXN-102864,CUST-048,Product J,253,151651.31,111573,0,24
2025-12-27,TXN-102865,CUST-057,Product N,114,23276.15,18240,0,12
2025-07-14,TXN-102866,CUST-037,Product O,272,157766.48,94656,0,16
2026-05-01,TXN-102867,CUST-030,Product L,118,75332.44,51920,0,18
2026-03-14,TXN-102868,CUST-051,Product B,264,93689.62,57816,18,7
2025-02-20,TXN-102869,CUST-078,Product I,240,20366.99,15120,15,20
2025-05-04,TXN-102870,CUST-049,Product M,263,145397.7,119139,5,6
2025-04-12,TXN-102871,CUST-046,Product A,256,33818.95,26368,0,25
2025-08-16,TXN-102872,CUST-012,Product O,290,182507.03,112230,0,20
2026-03-22,TXN-102873,CUST-062,Product O,139,69546.37,43507,15,11
2025-11-29,TXN-102874,CUST-020,Product H,139,17991.98,14873,5,9
2025-06-15,TXN-102875,CUST-038,Product O,265,16118.11,12720,25,13
2025-06-07,TXN-102876,CUST-020,Product F,291,157094.79,111453,25,27
2025-07-08,TXN-102877,CUST-080,Product C,186,55065.43,45942,0,15
2025-08-05,TXN-102878,CUST-032,Product F,30,18218.39,15000,18,7
2025-04-28,TXN-102879,CUST-036,Product I,33,7204.08,5907,18,8
2025-08-30,TXN-102880,CUST-040,Product A,253,109632.67,96646,20,29
2025-05-05,TXN-102881,CUST-029,Product K,292,76394.68,59860,0,29
2026-01-30,TXN-102882,CUST-052,Product C,210,85639.82,79380,10,12
2026-04-30,TXN-102883,CUST-061,Product K,192,49298.67,45504,10,6
2026-01-06,TXN-102884,CUST-009,Product F,133,53347.65,44023,0,46
2025-03-30,TXN-102885,CUST-043,Product G,142,11547.06,10792,12,18
2025-10-06,TXN-102886,CUST-076,Product A,296,118297.42,113368,15,11
2025-11-25,TXN-102887,CUST-008,Product H,285,121838.18,83790,0,50
2025-01-01,TXN-102888,CUST-021,Product M,75,4265.72,3675,15,26
2025-01-16,TXN-102889,CUST-020,Product B,259,29172.47,23051,0,14
2025-03-17,TXN-102890,CUST-080,Product D,297,74072.5,48708,15,17
2026-04-19,TXN-102891,CUST-073,Product I,295,168087.57,109445,0,21
2026-05-01,TXN-102892,CUST-030,Product D,42,6458.83,5208,18,7
2025-07-09,TXN-102893,CUST-059,Product C,229,126501.97,85417,0,15
2026-05-02,TXN-102894,CUST-074,Product K,283,99376.73,72165,5,27
2025-11-13,TXN-102895,CUST-043,Product D,64,23246.4,22272,15,14
2025-07-12,TXN-102896,CUST-043,Product A,267,135822.87,102528,25,10
2025-08-27,TXN-102897,CUST-009,Product B,79,4795.68,4977,25,46
2025-01-25,TXN-102898,CUST-037,Product M,183,87108.06,52704,10,23
2026-04-13,TXN-102899,CUST-001,Product M,150,49412.78,42750,0,39
2026-03-07,TXN-102900,CUST-056,Product I,242,66071.66,58564,20,20
2026-02-15,TXN-102901,CUST-012,Product E,298,119338.03,80162,10,18
2025-07-26,TXN-102902,CUST-033,Product G,182,81564.09,46956,0,15
2025-02-03,TXN-102903,CUST-061,Product A,213,48414,35145,5,11
2025-02-08,TXN-102904,CUST-024,Product J,202,44211,36158,25,19
2026-03-28,TXN-102905,CUST-018,Product B,61,44536.31,29951,12,23
2026-01-25,TXN-102906,CUST-076,Product D,169,25707.21,24505,12,19
2025-01-09,TXN-102907,CUST-021,Product C,193,42050.72,42267,20,19
2026-02-28,TXN-102908,CUST-041,Product K,110,39866.9,28380,0,24
2025-10-24,TXN-102909,CUST-043,Product O,273,136868,97461,25,24
2026-02-07,TXN-102910,CUST-039,Product F,149,60713.47,37399,5,15
